mun_inegi,nom_ent,nom_mun,prop_corrup,tema,corrup,tema_total_de_ingresos,capitulo_impuestos,concepto_impuestos_sobre_el_patrimonio,partida_generica_impuesto_predial,partida_generica_adquisicion_de_bienes_inmuebles,concepto_impuesto_sobre_la_produccion_el_consumo_y_las_transacciones,partida_generica_diversiones_y_espectaculos_publicos,concepto_accesorios,concepto_otros_impuestos,capitulo_contribuciones_de_mejoras,concepto_contribucion_de_mejoras_por_obras_publicas,capitulo_derechos,concepto_derechos_por_el_uso_goce_aprovechamiento_o_explotacion_de_bienes_de_dominio_publico,partida_generica_certificaciones_y_constancias,subpartida_generica_certificaciones_y_constancias_diversas,partida_generica_licencias_y_permisos,subpartida_generica_licencias_de_funcionamiento,partida_generica_inspecciones,subpartida_generica_sanidad,partida_generica_uso_y_suministro_de_agua_potable,partida_generica_servicios_de_desarrollo_urbano_y_obras_publicas,subpartida_generica_urbanizacion,partida_generica_diversos_derechos_por_el_uso_goce_aprovechamiento_o_explotacion_de_bienes_de_dominio_publico,concepto_derechos_por_prestacion_de_servicios,partida_generica_panteones,partida_generica_rastros,partida_generica_estacionamientos,partida_generica_seguridad_publica,partida_generica_alumbrado_publico,partida_generica_servicios_de_limpia_y_recoleccion_de_basura,partida_generica_diversos_derechos_por_prestacion_de_servicios,capitulo_productos,concepto_productos_de_tipo_corriente,partida_generica_intereses,concepto_otros_productos,capitulo_aprovechamientos,concepto_aprovechamientos_de_tipo_corriente,partida_generica_recargos,partida_generica_multas,partida_generica_donaciones_y_aprovechamientos_a_favor_del_estado,partida_generica_indemnizaciones_a_favor_del_estado,partida_generica_gastos_de_ejecucion,concepto_otros_aprovechamientos,capitulo_participaciones_federales,concepto_fondos_participables,partida_generica_fondo_general_de_participaciones,partida_generica_fondo_de_fomento_municipal,partida_generica_fondo_de_fiscalizacion,partida_generica_fondo_del_impuesto_sobre_la_renta,concepto_impuestos_participables,partida_generica_impuesto_sobre_automoviles_nuevos,partida_generica_impuesto_especial_sobre_produccion_y_servicios,partida_generica_ieps_gasolinas,concepto_otras_participaciones,partida_generica_participaciones_diversas,concepto_participaciones_estatales,capitulo_aportaciones_federales_y_estatales,concepto_aportaciones_del_ramo_general_33,partida_generica_aportaciones_a_municipios,subpartida_generica_fa_para_la_infraestructura_social_municipal,subpartida_generica_fa_para_el_fortalecimiento_de_los_municipios,concepto_recursos_federales_y_estatales_reasignados,partida_generica_recursos_federales,subpartida_generica_seguridad_publica,subpartida_generica_diversos_recursos_federales_reasignados,capitulo_financiamiento,concepto_deficit,subpartida_generica_comercio_ambulante,subpartida_generica_licencias_y_permisos_diversos,subpartida_generica_por_servicios_de_fraccionamiento,subpartida_generica_diversos_servicios_de_desarrollo_y_obras_publicas,partida_generica_mercados,concepto_otros_derechos,partida_generica_establecimientos_y_empresas,subpartida_generica_establecimientos_diversos,concepto_productos_de_tipo_capital,partida_generica_enajenacion_o_venta_de_bienes,subpartida_generica_bienes_muebles_e_inmuebles,concepto_adicionales,partida_generica_para_educacion,partida_generica_impuestos_adicionales_diversos,partida_generica_registros,subpartida_generica_registro_civil,subpartida_generica_educacion_publica,subpartida_generica_salud,subpartida_generica_comercio_nocivo,partida_generica_servicios_de_vialidad_y_transporte,subpartida_generica_control_vehicular,subpartida_generica_diversos_servicios_de_vialidad_y_de_transporte,partida_generica_reintegros,concepto_emprestitos,partida_generica_emprestitos_diversos,capitulo_otros_ingresos,concepto_otros_ingresos_extraordinarios,partida_generica_loterias_rifas_sorteos_y_juegos_permitidos,partida_generica_otros_impuestos_sobre_la_produccion_el_consumo_y_las_transacciones,partida_generica_para_obras_de_infraestructura_urbana,subpartida_generica_ecologia_e_impacto_ambiental,partida_generica_rezagos,partida_generica_recursos_estatales,subpartida_generica_diversos_recursos_estatales_reasignados,subpartida_generica_licencias_para_construccion,partida_generica_arrendamientos,partida_generica_de_instituciones_bancarias,subpartida_generica_bancos_comerciales,concepto_impuesto_sobre_los_ingresos,partida_generica_ejercicio_de_profesiones_y_honorarios,partida_generica_enajenacion_de_bienes_muebles_y_adquisicion_de_vehiculos,subpartida_generica_banos_publicos,subpartida_generica_expedicion_de_licencias_de_manejo,subpartida_generica_panteones,subpartida_generica_centros_recreativos_y_culturales,partida_generica_actividades_mercantiles,partida_generica_traslado_de_dominio_de_bienes_inmuebles,subpartida_generica_registro_publico_de_la_propiedad_y_del_comercio,partida_generica_diversos_aprovechamientos_de_tipo_corriente,subpartida_generica_registros_diversos,subpartida_generica_talleres_graficos,partida_generica_derechos_zona_federal_maritima,partida_generica_otros_impuestos_sobre_el_patrimonio,subpartida_generica_bienes_muebles,subpartida_generica_bienes_inmuebles,subpartida_generica_educacion,subpartida_generica_asistencia_social,subpartida_generica_inspecciones_diversas,subpartida_generica_mercados,subpartida_generica_obra_publica,partida_generica_explotacion_de_minas,partida_generica_otros_impuestos_sobre_ingresos,partida_generica_anuncios_publicitarios,subpartida_generica_servicios_de_grua_y_almacenaje_de_vehiculos,subpartida_generica_rastros,subpartida_generica_concesiones_para_prestar_servicios_de_transporte,partida_generica_para_fomento_al_turismo
17028,Morelos,Xochitepec,0,ingresos,0,288318937,66994625,46459206,25777484,20681722,0,0,2372151,0,0,0,24403422,22838257,1281423,443759,2947435,2894897,0,0,0,15004420,0,0,1480885,0,0,0,0,0,992359,488526,1211394,0,0,1211394,3588507,3588507,0,3588507,0,0,0,0,99866490,95109768,64856443,19159719,2836430,8257176,4756689,903917,1543215,2309557,0,0,33,92254499,76116345,76116345,28117233,47999112,16138154,10069154,0,5538600,0,0,16082,36456,2832875,12171545,0,13706,0,0,0,0,0,18233842,4325117,13908725,1469170,1469170,0,0,0,2135809,0,2135809,0,0,0,0,0,0,0,0,837664,0,6069000,6069000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1459500,3071054,0,0,0,0,0,0,0,0,0,0
17029,Morelos,Yautepec,7.186459489456159,ingresos,1,414837036,101894488,36786286,36786286,0,23646813,0,27278844,0,1000000,1000000,46183017,23372675,653529,283418,7247350,1231059,0,0,0,12917313,0,0,16074490,972508,243653,0,0,13082544,811478,950660,362148,14225,0,347923,11418088,10983154,0,10964548,0,18606,0,434934,124327473,117604415,87062387,25719742,3857391,964895,6723013,1213402,2071589,3438022,0,0,45,115252699,107665276,107665276,36215617,71449659,7587423,2105423,0,2105423,8828247,8828247,409883,1901070,5245323,7671990,13647,1141438,14225,0,0,0,0,19776959,4729829,15047130,2554483,2554483,0,0,3705338,0,0,0,0,0,0,5570876,5570876,0,23646813,0,370111,0,5482000,5482000,0,0,0,0,0,0,0,14225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17030,Morelos,Yecapixtla,0,ingresos,0,220298596,35853188,25047720,7180939,17866781,0,0,2516607,5144510,0,0,24732457,20896832,616858,616858,704847,0,0,0,4416478,12207422,0,1096816,3785914,46522,475474,0,0,3263665,84,169,3079139,212705,212705,2866434,3571467,576251,0,576251,0,0,0,2995216,80107505,76387402,51875333,15324875,2289291,6897903,3720076,723002,1234338,1762736,0,0,27,72954840,66391842,66391842,29757242,36634600,6562998,0,0,0,0,0,0,704847,2556731,9650691,0,29740,0,0,0,0,0,3164322,3164322,0,1724064,1724064,0,0,0,130347,0,130347,0,0,0,0,0,0,0,0,0,0,6562998,6562998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18008,Nayarit,Xalisco,1.7206112381181569,ingresos,0,200292085,20713947,19312132,9713035,9599097,0,0,1401815,0,0,0,8484444,6487856,242506,200919,2742220,307317,0,0,0,2214729,295714,0,1996588,990984,33815,0,0,0,245304,268483,141080,23522,23522,61558,943419,943419,0,622581,0,1380,0,0,89811261,85022026,50445267,15927620,2143294,16505845,4711946,420476,1950016,2341454,0,0,77289,66821425,53292492,53292492,11484139,41808353,13528933,5518812,0,5518812,12227167,12227167,220088,917214,1919015,0,458002,0,0,0,56000,56000,56000,0,0,0,1288401,1288401,0,41587,0,0,0,0,310246,0,0,1149342,1149342,0,0,0,0,0,8010121,0,1297601,0,0,0,0,0,0,0,0,0,0,0,0,0,9212,0,0,0,0,0,0,0,0,0,0,8010121,0,0,0,0,0,0,0
18017,Nayarit,Tepic,1.2950177402079983,ingresos,0,1965209576,128133752,102806040,54492722,48313318,0,0,6561322,18766390,0,0,81653499,64871186,7466396,7466396,37384680,0,0,0,0,12724983,2913413,0,15035067,3019799,7217079,957442,0,0,943124,4650,7424823,7327326,7327326,97497,36941254,15968959,22826,15702425,0,127483,61113,20972295,805005607,782153482,487735369,192775466,35550519,66092128,21287780,2231087,1078213,17978480,5091,5091,1559254,397641438,373458587,373458587,72293985,301164602,24182851,24182851,22194511,1988340,508409203,0,3810637,5644846,9811570,0,2892973,1747246,0,0,0,0,0,0,0,0,7295127,7295127,0,0,24898849,0,0,0,0,508409203,0,0,0,0,0,0,0,0,0,0,3030348,0,508409203,508409203,0,0,0,0,0,0,0,0,0,0,55112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19006,Nuevo León,Apodaca,1.5288321447741735,ingresos,0,2443251949,683856376,668957932,281111854,387846078,61007,61007,14837437,0,0,0,140692326,133715531,4425827,4425827,76915401,19785687,0,0,0,44196185,214406,0,6331656,0,0,949128,0,0,0,5382528,1254671,72783,0,1070388,98588314,71635826,0,52820302,11792451,7023073,0,26952488,553593211,501054255,381294688,64448988,18560641,36749938,47902285,13463889,12430527,22007869,1406115,1406115,3230556,721284805,449358092,449358092,37499631,411858461,271926713,268677888,119150454,133941447,217888873,217888873,9123404,19256602,1461439,42520340,0,645139,72783,0,111500,111500,0,0,0,0,0,0,0,0,0,8178118,0,2656035,0,0,0,26093373,26093373,0,0,0,0,0,3248825,3248825,28749708,0,0,0,0,0,0,0,5522083,0,72783,0,0,0,0,0,0,0,0,111500,0,0,0,0,0,15585987,0,0,0,0,0,0,0
19018,Nuevo León,García,0,ingresos,0,950202384,301774612,292092569,81523181,210569388,0,0,9682043,0,0,0,64554335,56498771,0,0,2516277,0,0,0,0,52920152,52920152,1062342,8055564,803523,0,75318,0,0,1809232,5367491,4370080,0,0,4370080,9322548,9318324,0,8823800,494524,0,0,4224,220637067,188895479,136076708,26461459,6623934,19733378,17347903,4804625,4436215,8107063,501542,501542,13892143,346817700,199324155,199324155,28727649,170596506,147493545,113117874,38120743,74997131,0,0,0,2516277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2726042,2726042,0,0,0,0,0,34375671,34375671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19019,Nuevo León,San Pedro Garza García,0,ingresos,0,3176582328,1269571000,1250038636,697430182,0,2819240,2819240,1281000,16713124,0,0,118397000,75616343,516000,516000,27928000,2805000,0,0,1062000,30064343,51343,0,41499000,0,0,17037000,9819000,0,48000,14595000,167420375,156412514,143246496,10941699,75853475,58649873,0,56500372,2149501,0,0,17203602,1317864008,1170011778,864899719,142980753,42101539,120029767,72222790,30563222,28196456,13463112,3166851,3166851,72462589,226639860,90700746,90700746,5767313,84933433,135939114,32554114,24103000,7516114,0,0,1853000,4465000,24604000,5409000,0,657,0,0,66162,66162,66162,0,0,0,0,0,0,0,12790000,16046000,0,5286000,0,0,0,836610,836610,0,0,0,0,0,103385000,103385000,6015000,13166018,0,0,0,0,0,0,4389000,0,0,0,552608454,0,0,0,0,0,0,0,0,0,935000,0,0,0,0,0,0,0,0,6371000,0
19021,Nuevo León,General Escobedo,1.6281754194113922,ingresos,0,1402894077,252403653,249683322,147500504,102182410,700,0,3067899,0,1707,1707,48040181,14928815,0,0,8763941,0,3198860,0,0,7432,0,3120,8355243,181188,0,964879,0,0,0,2446370,4224078,3823741,0,333661,42713276,29878808,0,29868808,10000,0,0,12834468,538676215,469492899,293223024,49008117,14273493,112988265,35246845,10352782,9559317,15334746,1081296,1081296,32855175,505697482,347364620,347364620,54165108,293199512,158332862,85290111,57116691,28173420,0,0,491165,1520170,0,7432,4762806,24407855,3542548,3542548,66676,66676,66676,0,0,0,0,0,0,0,6752606,2955462,0,151,0,0,0,11137485,11137485,700,0,0,0,0,73042751,73042751,0,281193,0,0,0,0,0,0,2955311,0,0,0,408,0,0,0,0,0,0,0,0,0,0,3198860,0,0,0,0,0,0,0,0,0
19026,Nuevo León,Guadalupe,1.9449752438322692,ingresos,1,2543023607,496242338,422364252,195438994,226925258,5059154,5055436,70954571,0,0,0,81857265,63515084,4488370,4488370,46689699,2175760,0,0,0,4328661,0,44934,15899860,777433,0,6394836,0,0,5029893,3697698,49071294,18808167,8949388,30107743,78192457,78192457,0,74653459,2925769,533816,79413,0,870274836,747827100,500277220,81893965,24352466,141303449,59628882,17659736,16309457,25659689,1847056,1847056,60971798,842371682,529821435,529821435,58879356,470942079,312550247,161079363,88213044,47632065,125013735,125013735,3042221,4962645,2175418,2153243,0,306682,490500,0,155384,155384,155384,0,0,0,0,0,0,0,15603481,7963420,0,0,0,0,0,0,0,3718,0,0,0,0,151470884,151470884,20905592,9368279,0,0,0,0,0,0,7963420,0,0,0,0,0,0,0,490500,0,0,0,0,0,0,0,0,25234254,0,0,0,0,0,0,0
19031,Nuevo León,Juárez,1.1382996176221905,ingresos,0,1501947364,145042774,143924894,81255244,62669650,0,0,57242,1117880,0,0,33554894,32259879,4441426,4441426,11885493,0,0,0,0,13388248,0,2535,120280,0,0,23289,0,0,14514,82477,130404,130404,0,0,5069688,4182680,0,4160222,12358,10100,0,887008,351327664,311415807,155594321,21689281,7574011,126558194,22283155,5492438,5072505,11718212,573076,573076,17055626,926615967,268244607,268244607,38262421,229982186,658371360,658371360,0,655077257,0,0,0,2680308,10141935,3246313,0,1117493,33454,0,0,0,0,0,0,0,0,0,0,0,5757743,2542177,0,7221,0,0,0,40205973,40205973,0,0,0,0,0,0,0,3447442,96950,0,0,0,0,0,0,2534956,33454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3294103,0,0,0,0,0,0,0
19039,Nuevo León,Monterrey,0.7942932724498645,ingresos,0,6847324604,2063332165,1996618166,1225118339,771499827,33097387,32536737,37568866,0,0,0,346551599,232458175,4124557,4124557,124373374,42054772,2565472,0,0,28505282,22758375,43557124,79174292,0,0,65947214,0,0,5115978,8111100,224750965,126876077,102891234,97750590,313024909,312452582,0,297712470,968911,12706038,1065163,572327,2512562988,2145346904,1629032675,227081211,79297959,209935059,162402055,57535020,53107832,51759203,5998817,5998817,198815212,1387098558,890600268,890600268,125670417,764929851,496498290,182487640,124607130,14064271,0,0,7548836,74769766,5746907,0,0,30966878,22775349,2524048,124298,124298,0,0,0,0,0,0,0,0,0,29332366,0,29332366,0,0,0,3420,3420,560650,0,0,0,0,314010650,314010650,0,1209494,0,0,0,0,0,212161,0,8327060,10026348,0,0,0,0,0,1640900,0,0,0,124298,0,0,2565472,44832,43816239,0,0,0,0,0,0,0
19046,Nuevo León,San Nicolás de los Garza,1.6105701653505071,ingresos,0,2586095322,432463706,349080025,221648673,127431352,11028924,11028341,73867812,13516,990,990,60317908,45298050,479234,479234,23673182,0,360190,0,0,16288090,5059003,753105,12335353,0,0,4319106,0,0,704102,5662357,38652609,36096856,35373795,2555753,124594822,55474007,674674,47216568,7582765,0,0,69120815,733197012,630235964,450233745,74527415,21916452,83558352,47949966,15893131,14677998,17378837,1660579,1660579,53350503,1047418814,320598351,320598351,23954082,296644269,726820463,726820463,0,726820463,149449461,149449461,4004229,9193306,4973326,6255761,1649788,1157934,723061,123061,0,0,0,0,0,0,0,0,0,0,10475647,3744249,0,0,0,0,0,0,0,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3744249,0,0,0,0,0,0,0,600000,0,0,0,0,0,0,360190,0,0,0,0,0,0,0,0,0
19048,Nuevo León,Santa Catarina,1.479717232117972,ingresos,0,1337178572,303394172,299747862,108125772,191622090,7959,7959,3751265,0,3044,3044,64138848,53988338,1611237,1531597,35931020,0,2450,0,0,8350669,657190,6833344,8445998,0,0,0,0,0,1624076,6821922,8147762,8146412,5470153,1350,37186708,27272671,0,26145543,1127128,0,0,9914037,451308351,395653084,234425324,38529273,11411342,111287145,26832019,8277904,7642462,10911653,863360,863360,27959888,470048574,237801492,237801492,33009824,204791668,232247082,198847864,42791196,152930531,0,0,2933410,3933136,7693479,0,0,1591598,222540,0,0,0,0,0,0,0,0,0,0,79640,9595406,1259618,0,1259618,0,0,0,2951113,2951113,0,0,0,0,0,33399218,10899218,19469068,2453719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222540,0,0,0,0,0,3126137,2450,0,22500000,0,0,0,0,0,0,0
19049,Nuevo León,Santiago,0,ingresos,0,512499191,173766676,170063381,73981616,96081765,232380,232380,3585948,0,0,0,25419557,20868736,6190111,6190111,12210412,223590,0,0,0,1895323,253333,0,2117998,0,0,0,0,0,1029998,1088000,12676320,2961867,2132907,5763079,8133694,5751164,0,5591895,0,159269,0,2382530,129553598,115813099,74176417,16634477,3610755,21391450,7152324,2619457,2418213,2114654,272446,272446,6315729,136156046,37829855,37829855,8584247,29245608,98326191,16386483,7910536,7473966,0,0,683057,9474259,1641990,0,0,2317790,828960,0,3951374,3951374,0,0,0,0,0,0,0,0,0,572890,0,285134,0,0,0,26793300,26793300,0,0,0,0,0,81939708,81939708,1829506,0,0,0,0,0,0,0,287756,0,828960,0,0,0,0,0,0,0,0,2012670,1938704,0,0,0,0,1001981,0,0,0,0,0,0,0
20067,Oaxaca,Oaxaca de Juárez,0.9415567135509656,ingresos,0,1798539534,169767659,153401696,101935369,0,1275530,1275530,0,15090433,0,0,184797192,24634984,2781281,2781281,21853703,0,0,0,0,0,0,0,157432481,9431541,0,0,0,0,0,130184970,27811869,3125322,98858,24686547,12043386,10028946,0,10028946,0,0,0,2014440,892434134,769410293,530485736,195409916,15931833,27582808,23957881,3486218,9216905,11254758,99065960,99065960,0,383285294,308068958,308068958,159603562,148465396,75216336,45216341,0,45216341,128400000,0,275950,0,0,0,17815970,2729727,3026464,3026464,0,0,0,0,0,0,0,0,0,0,17346352,0,0,0,0,128400000,0,0,0,0,0,0,0,0,29999995,29999995,4231401,0,128400000,128400000,0,0,0,0,0,0,0,0,51466327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20083,Oaxaca,San Agustín de las Juntas,0,ingresos,0,32966017,802512,707734,299182,0,0,0,94778,0,5000,5000,2714180,1898342,0,0,1795009,895481,0,0,35000,68333,0,0,723093,2000,0,0,0,595493,125600,0,24953,24953,24953,0,0,0,0,0,0,0,0,0,9484245,8177377,5108748,2042696,140244,885689,312628,35937,90406,186285,994240,994240,0,15353965,15194535,15194535,9515524,5679011,159430,0,0,0,4581162,4581162,0,65994,0,68333,0,92745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159430,159430,833534,0,0,0,0,0,0,0,0,0,0,0,408552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20087,Oaxaca,San Agustín Yatareni,0,ingresos,0,24069035,289131,238670,101023,0,0,0,50461,0,0,0,196116,121067,0,0,20000,20000,0,0,0,101067,0,0,75049,0,0,0,0,75049,0,0,9900,9900,9900,0,0,0,0,0,0,0,0,0,5077926,4479235,2494572,1892467,92196,0,129172,17729,41946,69497,469519,469519,0,11538007,9538007,9538007,6654480,2883527,2000000,2000000,0,2000000,6957955,6957955,0,0,0,101067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091,Oaxaca,San Andrés Huayápam,0,ingresos,0,21601329,1875377,1301175,789148,0,0,0,574202,0,0,0,1521154,997091,31000,31000,855740,8600,0,0,18800,91551,0,0,524063,25820,0,0,0,491093,7150,0,3881,3877,3877,4,2000,2000,0,0,2000,0,0,0,7404181,6737967,3911616,2563705,125400,137246,221806,30035,73509,118262,444408,444408,0,7574265,7359455,7359455,4247635,3111820,214810,0,0,0,3220471,3220471,28800,0,59500,32051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214810,214810,818340,0,0,0,0,0,0,0,0,0,0,0,453027,0,0,0,0,0,59000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20157,Oaxaca,San Jacinto Amilpas,0,ingresos,0,47252060,4669695,3849525,1609570,0,0,0,820170,0,96551,96551,2966642,2297716,11100,11100,1403346,1194109,0,0,849117,34153,0,0,591049,126570,0,0,0,0,453359,0,105877,105877,105877,0,412187,412187,0,9905,402282,0,0,0,21246120,18252789,14243628,3561816,391800,55545,717664,99612,228606,389446,2275667,2275667,0,17754988,17754988,17754988,8719078,9035910,0,0,0,0,0,0,4385,75428,4500,29653,11120,77877,0,0,0,0,0,0,0,0,0,0,0,0,72500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56924,0,0,0,0,0,0,0,0,0,0,0,2215402,0,0,0,0,0,24553,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20184,Oaxaca,San Juan Bautista Tuxtepec,0,ingresos,0,792696767,44574057,35564539,24139658,0,309592,309592,7509813,2144602,337595,337595,67044383,32258135,1628557,1628557,18289791,6597739,0,0,10699923,1639864,0,0,33831759,2104981,1036636,0,0,21048860,9401860,239422,7800241,7728276,7439639,71965,412281,412215,0,6211,300000,106004,0,66,323163222,309597125,192441405,89276209,5710000,22169511,9275265,1299904,3043653,4931708,4290832,4290832,0,349364988,267263423,267263423,168178606,99084817,82101565,69174185,18012044,34108398,0,0,2975137,1740826,61219,1578645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5646441,0,0,0,0,0,0,0,0,0,0,0,0,0,12927380,1050000,1329648,288637,0,0,0,0,0,0,0,0,0,0,11424881,0,0,0,0,0,0,0,0,0,17053743,0,0,11877380,0,0,0,0,0,0,0
20227,Oaxaca,San Lorenzo Cacaotepec,0,ingresos,0,49304740,4179120,3036556,1240605,0,84627,84627,1057937,0,0,0,2960658,1444281,89586,89586,667869,362315,0,0,546840,139986,0,0,1516377,1950,100,0,0,880345,574036,59946,998,998,998,0,505753,505753,0,103382,402371,0,0,0,16668603,15710433,9967306,4042684,273276,1427167,567547,70409,168429,328709,390623,390623,0,24989608,21517609,21517609,12359798,9157811,3471999,3471999,0,1994843,0,0,5660,59915,2700,137286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212979,0,0,0,0,0,0,0,0,0,0,0,1795951,0,0,0,0,0,0,0,0,0,0,0,0,1477156,0,0,0,0,0,0,0
20293,Oaxaca,San Pablo Etla,0,ingresos,0,59269341,6001578,4682050,1964175,0,0,0,1319528,0,8020,8020,3126172,975529,23100,23100,755661,519897,0,0,6720,187078,0,0,2150643,86600,0,0,0,2044993,0,0,23334,23334,2784,0,86541,86541,0,32864,30701,0,0,0,23244481,19998358,12305101,4685638,324540,2683079,711273,85704,204572,420997,2534850,2534850,0,19319392,19319392,19319392,10266522,9052870,0,0,0,0,7459823,7459823,0,0,11350,175728,19050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2970,0,2970,22976,0,0,0,0,0,0,0,0,0,0,0,235764,20550,0,0,0,0,0,0,0,0,0,0,2596985,0,0,0,0,0,120890,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20350,Oaxaca,San Sebastián Tutla,0,ingresos,0,47436032,2989712,2441883,1217724,0,0,0,547829,0,47300,47300,2567006,1673503,3209,3209,1267752,1090600,0,0,339727,62815,0,0,893503,10400,0,0,0,26280,662773,194050,0,0,0,0,0,0,0,0,0,0,0,0,23997430,20865402,14024816,4969847,426540,1444199,722984,99900,232471,390613,2409044,2409044,0,17834584,17834584,17834584,7949749,9884835,0,0,0,0,0,0,0,33900,1800,61015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80733,0,0,0,0,0,0,0,0,0,0,0,1224159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20375,Oaxaca,Santa Cruz Amilpas,0,ingresos,0,34922564,733409,664502,450416,0,0,0,68907,0,349300,349300,1787711,1431182,8232,8232,779767,440894,0,0,619600,23583,0,0,356529,125880,0,0,0,0,136999,0,106096,106096,103946,0,1601080,126080,0,119980,6100,0,0,1475000,14829736,12876644,8400905,3185565,222612,1067562,461831,57104,135106,269621,1491261,1491261,0,15515232,15515232,15515232,8258246,7256986,0,0,0,0,0,0,33405,33864,23583,0,93650,0,0,0,0,0,0,0,0,0,0,0,0,0,39840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231764,2150,0,0,0,0,0,0,0,0,0,0,209586,0,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20385,Oaxaca,Santa Cruz Xoxocotlán,0.8024871271738074,ingresos,0,324631310,34218783,20046838,8683867,0,0,0,6046469,8125476,60300,60300,21416954,11986330,844021,844021,8915427,484619,0,0,978128,1248754,0,0,9430624,743873,0,0,0,5099862,3075754,490747,108629,108629,108629,0,1378171,1378171,0,1378171,0,0,0,0,105661197,99447441,74517604,21577428,1878602,1473807,3853735,519049,1195663,2139023,2360021,2360021,0,155041391,124613693,124613693,70660107,53953586,30427698,30427698,12710911,17716787,6745885,6745885,633116,955198,384497,864257,20388,0,0,0,0,0,0,0,0,0,0,0,0,0,2987886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3854608,0,0,0,0,0,0,0,0,0,0,0,11362971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20390,Oaxaca,Santa Lucía del Camino,0,ingresos,0,148989012,9722537,7735855,3353304,0,532490,532490,996088,458104,20800,20800,18918618,12534701,699885,699885,11212632,5973569,0,0,389222,217444,0,0,6228140,294199,0,0,11450,3154625,2129940,106808,659459,38804,38804,620655,1372798,904587,0,900587,4000,0,0,468211,50378875,41036025,32458651,7676713,900661,0,1925628,242202,603749,1079677,7417222,7417222,0,67915925,50930477,50930477,23815676,27114801,16985448,11985399,11985399,0,0,0,11520,1007950,36520,180924,531118,155777,0,0,0,0,0,0,0,0,0,0,0,0,2891129,15518,0,10507,0,0,0,0,0,0,0,0,0,0,5000049,5000049,1328464,0,0,0,0,0,0,0,0,0,0,0,4249469,0,0,0,0,0,133082,0,0,0,0,0,0,0,0,0,0,5011,0,0,0
20399,Oaxaca,Santa María Atzompa,0,ingresos,0,102882533,8543401,6332803,2734897,0,9875,9875,2200723,0,121000,121000,5133625,3270408,251490,251490,1170645,134550,0,0,1451088,381850,0,0,1863217,118000,0,0,0,1686751,0,39866,56722,56722,56722,0,458577,144186,0,144186,0,0,0,314391,32343762,27635959,19848826,6635366,505476,646291,1151461,133915,324155,693391,3556342,3556342,0,56225446,50225446,50225446,30013100,20212346,6000000,6000000,0,6000000,0,0,20273,6700,45200,336650,18600,0,0,0,0,0,0,0,0,0,0,0,0,0,203950,15335,0,15335,0,0,0,0,0,0,0,0,0,0,0,0,805172,0,0,0,0,0,0,0,0,0,0,0,3597906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
