"nom_ent","nom_mun","mun_inegi","anio","pobtot_mun","cs_revenue_perCapita","cs_total_general_fund","cs_intergov_revs_total_revs","cs_propety_tax_total_revs","bs_operating_exp","bs_operating_balance","bs_expenditure_perCapita","lrs_direct_long_term_debt_pobtot","lrs_debt_service_total_rev","mun_tipo","graproes_mun","per_pea_mpio","per_pea_edo","per_desocupada_mpio","per_desocupada_edo","imn_2020_mpio","ime_2020_edo","po2sm","pder_ss","pea","pe_inac","pocupada","pdesocup","psinder","analf","sbasc","ovsde","ovsee","ovsae","ovpt","vhac","pl.5000","im_2020","gm_2020","egresos_total_de_egresos","egresos_servicios_personales","egresos_materiales_y_suministros","egresos_servicios_generales","egresos_transferencias_asignaciones_subsidios_y_otras_ayudas","egresos_bienes_muebles_inmuebles_e_intangibles","egresos_inversion_publica","egresos_deuda_publica","egresos_inversiones_financieras_y_otras_provisiones","ingresos_total_de_ingresos","ingresos_impuestos","ingresos_contribuciones_de_mejoras","ingresos_derechos","ingresos_productos","ingresos_aprovechamientos","ingresos_participaciones_federales","ingresos_aportaciones_federales_y_estatales","ingresos_financiamiento","egresos_disponibilidad_final","egresos_otros_egresos","ingresos_otros_ingresos","ingresos_disponibilidad_inicial","prop_corrup_percepcion","prop_corrup_incidencia","prop_corrup_incidencia_5años","pib_edo","graproes_edo","pobtot_edo","pib_percapita_edo"
"Guanajuato","Purísima del Rincón",11025,2018,83842,3672.353224,0.144897,7.81436,"5.2081000000000002E-2",4.859081,1,3672.353224,"2.197813","5.9800000000000001E-4",2,7.72,0.5187495527301352,60.900000000000006,0.004663533789747382,3.5970236275000005,0.89994,0.714424953,60.942076,64771,43493,19954,43102,391,18721,4.40092,51.324083,0.48952,0.334745,1.284989,1.343989,24.04916,37.67205,57.472552,"Muy bajo",307897439,89033420,26752955,47927361,25825771,715947,71993538,184269,0,307897439,16035570,2485186,16990287,3952304,5150144,95665793,167618155,0,45464178,0,0,0,42.7181646580514,5.88235294117647,NA,713090.078,9.324285714285715,3517967,0.20269947898885918
"Guanajuato","Salamanca",11027,2018,273417,4432.970437,0.170063,15.972797,"7.4924000000000004E-2",8.961548,0.994538,4432.970437,"88.991698","2.0074999999999999E-2",3,9.37,0.4587095901132702,60.900000000000006,0.011853688687974779,3.5970236275000005,0.913144,0.714424953,67.867828,228159,125419,95800,122178,3241,45024,5.129809,29.466156,0.974946,0.155463,1.443903,1.49378,12.911754,31.899992,58.315809,"Muy bajo",1212049478,263253834,50409085,226531071,107703072,35405720,404084359,24331843,0,1212049478,91950307,0,62478011,8728527,34135959,334790171,628035580,6620000,100330494,0,45310923,0,56.0919725695845,2.94117647058823,7.40438274125493,713090.078,9.324285714285715,3517967,0.20269947898885918
"Guanajuato","San Francisco del Rincón",11031,2018,130871,4504.992007,0.202825,2.06569,"8.1174999999999997E-2",1.326296,0.818468,4504.992007,"70.058454999999995","1.5551000000000001E-2",2,8.2,0.5258919088262487,60.900000000000006,0.005295290782526304,3.5970236275000005,0.902903,0.714424953,60.961778,98527,68824,31745,68131,693,32085,4.94046,47.143662,1.527848,0.227144,1.185652,1.394539,18.641218,39.045319,57.661743,"Muy bajo",589572809,149885680,46635603,50462299,65033407,14398123,167620852,9168620,0,589572809,51450956,279728,38297766,3901980,3942228,161403641,223270416,107026094,86368225,0,0,0,52.9691847882098,8.33333333333333,NA,713090.078,9.324285714285715,3517967,0.20269947898885918
"Guerrero","Acapulco de Juárez",12001,2018,779566,4777.563725,0.264451,38.738112,"0.12786500000000001",28.224725,0.924662,4777.563725,"364.56697600000001","7.6308000000000001E-2",3,9.87,0.49383503128663897,56.95,0.009782366085745146,1.214045165,0.883719,0.4042815,75.206144,551872,384977,234717,377351,7626,217925,5.849133,29.846397,3.857899,0.240215,7.455354,7.486094,23.955908,13.134359,56.436596,"Bajo",3724426243,1401891044,53972420,389770040,341112942,11165559,438430743,284204019,0,3724426243,609253975,0,234237505,5174572,62059626,1275848089,1257262759,280589717,803879476,0,0,0,54.0707762646909,11.4818449460255,21.9564621484111,240685.982,10.186666666666666,1217093,0.19775479934565393
"Guerrero","Chilpancingo de los Bravo",12029,2018,283354,2884.017385,0.106647,37.465148,"4.8153000000000001E-2",31.070696,0.948863,2884.017385,"NA","NA",3,10.66,0.5117203215765438,56.95,0.01027689744983307,1.214045165,0.884073,0.4042815,68.883656,204985,144998,74597,142086,2912,77767,5.488378,25.461593,1.38124,0.384392,10.738339,11.721009,26.387159,11.37517,56.459226,"Bajo",817197862,482457800,31962414,60062129,54354350,9772373,178588796,0,0,817197862,54293329,0,21722178,1629026,5049981,256555783,436156934,41788723,0,0,1908,0,50.1652135280724,10.6299212598425,16.3257456554424,240685.982,10.186666666666666,1217093,0.19775479934565393
"Guerrero","Iguala de la Independencia",12035,2018,154173,3283.287839,0.132088,8.26055,"3.5839000000000003E-2",6.941756,0.96339,3283.287839,"122.0194","3.7164000000000003E-2",3,10.03,0.5034539121636085,56.95,0.008179123452225746,1.214045165,0.873587,0.4042815,75.342631,107933,77619,43355,76358,1261,45930,5.266492,29.418925,0.796492,0.301711,16.762329,12.547531,22.814703,13.827972,55.789584,"Bajo",506194336,227871030,79537402,48268106,16627965,3482056,111595680,18812097,0,506194336,22329398,0,21842958,12970570,7271610,180639827,242608086,18531887,0,0,0,0,62.1814101536559,11.6959064327485,13.4751401477445,240685.982,10.186666666666666,1217093,0.19775479934565393
"Hidalgo","Cuautepec de Hinojosa",13016,2018,60421,3971.431042,0.06239,12.258941,"2.0604000000000001E-2",4.958418,1,3971.431042,"45.339070999999997","1.1416000000000001E-2",2,8.02,0.4764734115622052,58.55,0.007133281474983863,2.5008020849999997,0.860901,0.664160734,85.162351,35657,28789,18283,28358,431,24705,8.179292,41.227972,5.258185,0.611687,2.867799,2.45172,25.256865,66.021747,54.979402,"Bajo",239957835,45562196,13986200,31452807,11509502,7872185,105588638,2739432,0,239957835,6419428,0,7023802,746727,781120,64090925,160895833,0,21246875,0,0,0,31.1370373912211,NA,1.93381451722729,276996.193,10.065999999999999,785431,0.3526677620312924
"Hidalgo","Pachuca de Soto",13048,2018,314331,3137.13356,0.410386,8.111453,"NA",9.935831,1,3137.13356,"NA","NA",3,11.52,0.5298841030633313,58.55,0.011290645847848287,2.5008020849999997,0.938325,0.664160734,61.903793,212342,166559,94224,163010,3549,99443,2.026085,17.185986,0.117376,0.141624,2.054839,0.865696,10.589049,5.243835,59.923921,"Muy bajo",986098329,421356588,55059218,235770548,157278211,9898979,74088372,0,0,986098329,210346056,0,134910007,2704912,56719787,324444128,256973439,0,32646413,0,0,0,32.9863508155979,11.2167300380228,12.3338128382606,276996.193,10.065999999999999,785431,0.3526677620312924
"Hidalgo","Mineral de la Reforma",13051,2018,202749,2082.626745,0.369824,8.854027,"0.18185799999999999",11.046202,1,2082.626745,"NA","NA",3,11.7,0.5387498828600881,58.55,0.011635075882001885,2.5008020849999997,0.937831,0.664160734,54.52891,142801,109231,56846,106872,2359,59328,1.224914,13.02916,0.094029,0.103432,0.974934,0.414765,9.12002,50.810115,59.892362,"Muy bajo",422250490,125390939,48675552,157907804,30573169,12044547,39754889,0,0,422250490,81564236,0,50859404,1367888,22366646,139937007,126155309,0,7903590,0,0,0,31.649463568414,18.2242990654205,13.5002091309803,276996.193,10.065999999999999,785431,0.3526677620312924
"Hidalgo","Santiago Tulantepec de Lugo Guerrero",13056,2018,39561,3350.686181,0.192749,0.419674,"NA",0.261518,1,3350.686181,"NA","NA",2,9.48,0.49162053537574885,58.55,0.006597406536740729,2.5008020849999997,0.901203,0.664160734,75.197426,24417,19449,12096,19188,261,15106,4.57343,28.392273,0.55965,0.210159,3.854238,1.390261,18.115551,42.991835,57.5532,"Muy bajo",132556496,34033426,10847242,21799952,20216978,5025066,40533482,0,0,132556496,7361613,0,2921167,8733143,6534184,43566536,63439853,0,100350,0,0,0,35.1563112120974,11.4285714285714,6.42243328810493,276996.193,10.065999999999999,785431,0.3526677620312924
"Hidalgo","Tulancingo de Bravo",13077,2018,168369,2639.987207,0.251853,2.772824,"8.1347000000000003E-2",2.495684,1,2639.987207,"72.506440999999995","2.7465E-2",3,9.61,0.522507112354412,58.55,0.007133142086726179,2.5008020849999997,0.909289,0.664160734,72.563005,92996,87974,46136,86773,1201,75227,4.608354,29.611127,0.344442,0.307965,2.776466,1.697713,17.87311,19.858763,58.069566,"Muy bajo",444492006,182435104,39651387,77221176,37302225,5985116,29156217,12207837,0,444492006,40807243,0,47666506,5231702,18241412,144822928,187722215,0,60532944,0,0,0,31.0697863475852,6.39269406392694,9.9498854999834,276996.193,10.065999999999999,785431,0.3526677620312924
"Jalisco","Guadalajara",14039,2018,1385629,6544.282998,0.367508,17.601712,"0.19307199999999999",19.379825,0.942531,6544.282998,"414.57002799999998","6.3348000000000002E-2",3,10.96,0.5394012394371076,61.475,0.007842647635117337,2.7137756075,0.951484,0.802560348,48.573684,970771,747410,415764,736543,10867,408824,1.525718,21.922365,0.010407,0.025688,0.049122,0.628924,8.669574,5.77e-4,60.76426,"Muy bajo",9067948306,3952873450,273765535,1725245782,1529517769,54570365,957535151,574440254,0,9067948306,1868965564,0,988345589,166033502,117680696,3878885638,1526909487,521127830,0,0,0,0,45.0052028637329,12.2699386503067,20.2017264196761,1208076.0219999999,10.242857142857144,5371601,0.2249005505062643
"Jalisco","Puerto Vallarta",14067,2018,291839,6115.758329,0.454664,16.420575,"0.22423899999999999",19.227075,0.946678,6115.758329,"639.03891499999997","0.104491",3,10.31,0.5593392247095145,61.475,0.006297993071522312,2.7137756075,0.935724,0.802560348,50.705248,215647,163237,70219,161399,1838,75826,1.988382,24.924494,0.156088,0.152987,1.372407,1.389717,18.46603,6.287028,59.757803,"Muy bajo",1784816795,665889983,154769297,258249890,373044172,31765262,114601713,186496478,0,1784816795,412105668,0,140480032,11164083,204471845,645064664,276360429,95170074,0,0,0,0,43.9962680587036,3.84615384615384,12.5128535279022,1208076.0219999999,10.242857142857144,5371601,0.2249005505062643
"Jalisco","El Salto",14070,2018,232852,2456.248806,0.297553,2.686209,"0.14721699999999999",2.683778,0.997946,2456.248806,"167.9271","6.8366999999999997E-2",3,8.92,0.4809793345129095,61.475,0.00995482108807311,2.7137756075,0.918191,0.802560348,64.889084,154908,111997,60153,109679,2318,77635,2.829041,32.564817,0.132335,0.096409,2.133271,2.480831,20.944458,8.062632,58.638088,"Muy bajo",571942447,178722072,90133596,131715210,27297629,10599538,45452614,39102161,0,571942447,85368513,0,81041563,1563984,1859751,245655499,155278228,1174909,48919627,0,0,0,61.9111788141551,NA,25.2300260696212,1208076.0219999999,10.242857142857144,5371601,0.2249005505062643
"Jalisco","Tlajomulco de Zúñiga",14097,2018,727750,3871.331666,0.490348,1.70903,"0.20244100000000001",2.485912,0.883432,3871.331666,"41.673171000000004","1.0765E-2",3,10.11,0.50944005496393,61.475,0.008004122294744074,2.7137756075,0.93874,0.802560348,55.167427000000004,516501,370745,183967,364920,5825,210332,1.590527,24.051292,0.043791,0.075185,0.396317,0.735446,14.06513,11.667468,59.950429,"Muy bajo",2817361620,960013949,125075378,760034594,199613955,121784926,620511168,30327650,0,2817361620,618083235,0,477992133,28224201,96149895,778624516,489872801,328414839,0,0,0,0,25.7014496626361,23.5294117647058,NA,1208076.0219999999,10.242857142857144,5371601,0.2249005505062643
"Jalisco","San Pedro Tlaquepaque",14098,2018,687127,2882.910752,0.29165,1.208301,"0.18212300000000001",1.38019,0.947741,2882.910752,"104.242983","3.6158999999999997E-2",3,10.18,0.5197991055510844,61.475,0.007877728571283039,2.7137756075,0.940982,0.802560348,49.593787,477660,357168,184359,351755,5413,204413,2.254438,25.505639,0.039074,0.074032,0.572129,2.307361,13.863681,1.196576,60.093614,"Muy bajo",1980925816,1025358358,173087260,320596314,146620482,33770444,209864790,71628168,0,1980925816,378365577,0,139144254,18924150,11111372,851810538,478049480,103520445,0,0,0,0,41.5381517406981,12.3376623376623,15.6441364640611,1208076.0219999999,10.242857142857144,5371601,0.2249005505062643
"Jalisco","Tonalá",14101,2018,569913,2329.840193,0.232131,11.198815,"0.15232499999999999",9.763285,1,2329.840193,"396.34592099999998","0.17011699999999999",3,9.75,0.517603564052759,61.475,0.00785032101390914,2.7137756075,0.933864,0.802560348,59.051032,363291,294989,148564,290515,4474,201707,2.127665,26.906549,0.086951,0.072606,0.604584,2.061757,14.900693,3.428418,59.639045,"Muy bajo",1327806214,616913775,64845124,207126820,73937814,30736265,103231351,225882693,0,1327806214,209761815,0,81900531,7907637,8654518,555059088,464522625,0,5132372,0,0,0,73.1615792129162,16.3793103448275,38.3666886109282,1208076.0219999999,10.242857142857144,5371601,0.2249005505062643
"Jalisco","Zapopan",14120,2018,1476491,4996.133156,0.451212,63.422277,"0.13233700000000001",72.73556,0.964119,4996.133156,"78.268501000000001","1.5665999999999999E-2",3,11.47,0.5294343141949392,61.475,0.007446032518992666,2.7137756075,0.95094,0.802560348,46.148728,1030362,781705,392422,770711,10994,406331,1.535141,19.637079,0.023503,0.052926,0.265273,1.481976,9.773438,3.269509,60.729523,"Muy bajo",7376745640,3069929742,355760358,1050464636,1247211594,154675210,1383141363,115562737,0,7376745640,2132699574,25747410,646843016,372008029,31744938,2768362532,1134651708,264688433,0,0,0,0,54.2744721689059,9.85915492957746,27.7784514642575,1208076.0219999999,10.242857142857144,5371601,0.2249005505062643
"México","Acolman",15002,2018,171507,2205.546683,0.101947,11.030725,"4.0791000000000001E-2",5.77497,0.91002,2205.546683,"151.71609900000001","6.8788000000000002E-2",3,9.82,0.5052563452220609,58.6,0.009136653314441976,3.95119121,0.914296,0.765347674,60.757907,107636,86655,53877,85088,1567,58364,1.950506,24.11642,0.177377,0.16648,10.396828,2.037394,22.973122,5.251681,58.389332,"Muy bajo",378266695,106127670,18939295,36776952,50053650,3012990,137335765,26020373,0,378266695,20405973,0,1789762,10519723,2377901,153590103,155546675,34036558,0,0,0,0,52.9859657834687,8.69565217391304,14.5301349840942,1608137.236,10.274375000000001,12753932,0.12608952564589493
"México","Atenco",15011,2018,75489,2269.909536,0.132877,1.056759,"8.3105999999999999E-2",0.69723,0.980162,2269.909536,"25.652559","1.1301E-2",2,9.56,0.4861105591543139,58.6,0.014743869967809879,3.95119121,0.892338,0.765347674,77.301428,48655,36696,23341,35583,1113,26741,2.229855,27.18238,0.27083,0.298678,9.254686,4.511957,27.969185,24.628754,56.987059,"Muy bajo",171353201,72569687,7714745,15803897,15180312,3507239,54640835,1936486,0,171353201,16020910,88364,4621258,946989,639737,72444186,73192460,3399297,0,0,0,0,31.4044424455937,NA,NA,1608137.236,10.274375000000001,12753932,0.12608952564589493
"México","Atizapán de Zaragoza",15013,2018,523674,6012.027729,0.42942,11.176044,"0.21693699999999999",10.011185,0.933273,6012.027729,"626.52481299999999","0.104212",3,11.06,0.5203198936743089,58.6,0.011090869510420605,3.95119121,0.940213,0.765347674,58.972357,367720,272478,163370,266670,5808,154056,1.834148,20.58465,0.011512,0.024553,0.05218,0.736427,15.342089,0.116294,60.044449,"Muy bajo",3148342609,864507428,114449581,473356447,336473895,27445341,317530615,328094755,0,3148342609,821826466,8718394,298027483,18131784,73488268,1017689765,603608597,210079552,686484547,0,96772300,0,89.8241657678857,10.4166666666666,36.90343499848,1608137.236,10.274375000000001,12753932,0.12608952564589493
"México","Coacalco de Berriozábal",15020,2018,293444,3099.745369,0.27215,2.566932,"0.17579",2.500592,0.983509,3099.745369,"252.40276900000001","8.1426999999999999E-2",3,11.49,0.5170219871593899,58.6,0.014534289336295853,3.95119121,0.954352,0.765347674,55.236972,213565,151717,96440,147452,4265,79402,0.73552,14.181563,0.019129,0.025259,0.082314,0.330314,6.586452,0.067815,60.947422,"Muy bajo",909601680,287105928,70367975,276820412,108120921,8444580,58679584,74066078,0,909601680,203780023,1122855,31042729,2238064,5276957,439060572,212061418,15000000,25996202,0,19062,0,84.8466872705054,26.6666666666666,48.8014590932777,1608137.236,10.274375000000001,12753932,0.12608952564589493
"México","Coyotepec",15023,2018,40885,3419.635441,0.068838,2.186585,"4.0181000000000001E-2",1.709941,0.913303,3419.635441,"214.23155199999999","6.2646999999999994E-2",2,9.55,0.48712241653418126,58.6,0.009514491867433044,3.95119121,0.915326,0.765347674,67.716192,27038,19916,12162,19527,389,13803,3.285959,25.437467,0.1888,0.21575,1.934772,3.536047,23.452902,8.421181,58.455142,"Muy bajo",139811795,68414010,5345293,18505232,10183759,1919521,26685123,8758857,0,139811795,5794726,0,2248808,315292,363355,67306468,50676701,12121294,0,0,985151,0,80.0006748549062,NA,NA,1608137.236,10.274375000000001,12753932,0.12608952564589493
"México","Cuautitlán",15024,2018,178847,3878.412582,0.382839,3.241496,"0.16430600000000001",3.90375,0.940588,3878.412582,"364.80907100000002","9.4061000000000006E-2",3,11.3,0.5375041236364043,58.6,0.010461455881284002,3.95119121,0.946614,0.765347674,54.951968,130845,96131,52323,94260,1871,46244,0.988348,14.374464,0.03005,0.019831,0.344122,0.537436,10.273868,15.900742,60.453276,"Muy bajo",693642455,278663416,27323740,178520705,76459583,2182809,65247194,65245008,0,693642455,133088941,2692077,109968474,1364532,2449668,259894788,142418466,41211012,0,0,554497,0,96.41256087466,28.5714285714285,76.6070802663862,1608137.236,10.274375000000001,12753932,0.12608952564589493
"México","Chalco",15025,2018,400057,2895.148789,0.181632,6.680662,"9.9381999999999998E-2",4.797443,0.885626,2895.148789,"548.12057800000002","0.18932399999999999",3,9.75,0.4831686484675934,58.6,0.00968362008413801,3.95119121,0.905727,0.765347674,68.811231,238834,193295,123873,189421,3874,160317,2.563551,24.448606,0.195856,0.262484,7.983909,4.613004,25.598747,7.836883,57.842115,"Muy bajo",1158224539,351766726,40567505,195259623,121103739,11043983,219203489,219279474,0,1158224539,126751830,0,45083057,4537077,5234190,405900523,412351191,132471244,0,0,25895427,0,37.4535429662874,8.33333333333333,18.3373872877816,1608137.236,10.274375000000001,12753932,0.12608952564589493
"México","Chiautla",15028,2018,30045,4565.118955,0.117319,0.211318,"7.5741000000000003E-2",0.106261,0.983774,4565.118955,"144.393843","3.1629999999999998E-2",2,10.04,0.5248127808287568,58.6,0.009685471792311533,3.95119121,0.903037,0.765347674,71.118236,20073,15768,8468,15477,291,9946,1.949577,24.400623,0.237157,0.136954,3.53397,1.830572,22.514847,64.020636,57.670301,"Muy bajo",137158999,42630332,5656124,11604615,15194933,3047630,54687052,4338313,0,137158999,12048950,477900,2931709,345796,25897,55420015,63683256,2225476,0,0,0,0,8.45553160665701,NA,NA,1608137.236,10.274375000000001,12753932,0.12608952564589493
"México","Chicoloapan",15029,2018,200750,2241.359631,0.093831,0.491155,"5.5108999999999998E-2",0.288412,1,2241.359631,"88.859482","3.9645E-2",3,10.14,0.5030884184308841,58.6,0.011950186799501867,3.95119121,0.922963,0.765347674,68.511846,129454,100995,60270,98596,2399,70880,1.817187,21.155798,0.064929,0.226247,1.924412,1.346214,24.030426,3.595517,58.942838,"Muy bajo",449952946,127285168,33821409,78135683,59417034,40303448,90178973,17838541,0,449952946,27614285,0,13691792,221662,659651,192251962,215169095,0,2972690,0,344499,0,58.9003394657104,5.26315789473684,NA,1608137.236,10.274375000000001,12753932,0.12608952564589493
"México","Chimalhuacán",15031,2018,705193,4451.658184,0.083456,13.158265,"3.7665999999999998E-2",6.68652,0.802841,4451.658184,"278.34650900000003","6.2525999999999998E-2",3,9.13,0.487757252269946,58.6,0.009716488961178004,3.95119121,0.905098,0.765347674,72.696543,396225,343963,206924,337111,6852,308215,3.128558,30.492308,0.040824,0.142801,1.804106,3.886684,34.014133,0.280491,57.801973,"Muy bajo",3139278190,619096070,157583590,395208910,688815860,42147470,1040138280,196288010,0,3139278190,143804190,14693850,48946150,2228290,313820,623238340,1682897020,618938230,0,0,4218300,0,58.0415820499802,6.81818181818181,17.5008492024429,1608137.236,10.274375000000001,12753932,0.12608952564589493
"México","Ecatepec de Morelos",15033,2018,1645352,3040.519188,0.207827,16.697097,"0.127442",11.352845,1,3040.519188,"134.72021100000001","4.4308E-2",3,10.22,0.5103643475681799,58.6,0.011532486665467329,3.95119121,0.931855,0.765347674,63.833469,1056112,839729,517798,820754,18975,584352,1.930364,23.431961,0.017061,0.043733,1.001561,1.177336,18.364023,0.105084,59.510688,"Muy bajo",5002724327,1746129236,303414331,645031032,914819826,34413536,501201190,221662168,0,5002724327,834009869,11871717,133845213,11556035,48419846,2426531510,1536490137,0,636053008,0,0,0,71.1282703143675,16.1290322580645,28.3391261961699,1608137.236,10.274375000000001,12753932,0.12608952564589493
"México","Huixquilucan",15037,2018,284965,8393.334216,0.480838,12.618569,"0.36772300000000002",14.110479,1,8393.334216,"584.05884200000003","6.9585999999999995E-2",3,11.23,0.5275209236221993,58.6,0.00842910532872458,3.95119121,0.926965,0.765347674,64.345988,195056,150325,83768,147923,2402,89499,1.847559,19.600625,0.176258,0.083722,2.473361,1.110071,17.341619,19.220255,59.198433,"Muy bajo",2391806485,1051757448,105688144,230229950,571744553,44058178,142949774,166436328,0,2391806485,989417853,4201676,124286249,26834034,4608756,963526030,277429670,0,78942110,0,1502217,0,100,NA,NA,1608137.236,10.274375000000001,12753932,0.12608952564589493
"México","Ixtapaluca",15039,2018,542211,3746.950462,0.060724,28.15057,"3.5614E-2",13.862609,0.996994,3746.950462,"45.694898999999999","1.2194999999999999E-2",3,10.14,0.5024612189719501,58.6,0.012052503545667646,3.95119121,0.922693,0.765347674,67.776025,350441,272440,166612,265905,6535,190837,2.003781,22.033031,0.09007,0.164574,2.211101,3.207718,21.081738,3.84924,58.925626,"Muy bajo",2031637757,567471128,92782779,273434642,468524561,13865632,590782738,24776277,0,2031637757,86149251,0,27450947,3505055,5473088,542389098,1353636699,6106259,0,0,6927360,0,88.0122419963129,4.54545454545454,NA,1608137.236,10.274375000000001,12753932,0.12608952564589493
